"ID","Name","coord","link","lon","lat","js"
180,"Furtschaglhaus, Sektion Berlin","47°0'4<U+2033>N/11°44'50<U+2033>O","https://www.alpsonline.org/reservation/calendar?hut_id=180",11.7470179,47.0014481,"['Furtschaglhaus, Sektion Berlin',11.7470179,47.0014481],"
181,"Brandenburger Haus, Sektion Berlin","46.844450N10.778050E","https://www.alpsonline.org/reservation/calendar?hut_id=181",10.7779044,46.8444159,"['Brandenburger Haus, Sektion Berlin',10.7779044,46.8444159],"
182,"Chamonas dEla CAS, SAC Sektion Davos","772493/165597","https://www.alpsonline.org/reservation/calendar?hut_id=182",9.8359701,46.8027453,"['Chamonas dEla CAS, SAC Sektion Davos',9.8359701,46.8027453],"
183,"Goeppinger Huette, Sektion Hohenstaufen","47.214717N/10.045833E","https://www.alpsonline.org/reservation/calendar?hut_id=183",10.0455581,47.2148028,"['Goeppinger Huette, Sektion Hohenstaufen',10.0455581,47.2148028],"
184,"Stripsenjochhaus, Alpenverein Kufstein","UTMY(Nord)5.272.785/UTMX(Ost)297.754","https://www.alpsonline.org/reservation/calendar?hut_id=184",12.3105763,47.5771402,"['Stripsenjochhaus, Alpenverein Kufstein',12.3105763,47.5771402],"
185,"Porzehuette, Alpenverein Austria","UTMY(Nord)5.170.190/UTMX(Ost)315.034","https://www.alpsonline.org/reservation/calendar?hut_id=185",12.5823167,46.6597167,"['Porzehuette, Alpenverein Austria',12.5823167,46.6597167],"
187,"Rottenmanner Huette, Alpenverein Rottenmann","UTMY(Nord)5.259.801/UTMX(Ost)452.991","https://www.alpsonline.org/reservation/calendar?hut_id=187",14.3760093,47.4900301,"['Rottenmanner Huette, Alpenverein Rottenmann',14.3760093,47.4900301],"
189,"Schwarzwasserhuette, Sektion Schwaben","47.331111N10.086944E","https://www.alpsonline.org/reservation/calendar?hut_id=189",10.0869853,47.3312129,"['Schwarzwasserhuette, Sektion Schwaben',10.0869853,47.3312129],"
190,"Sudetendeutsche Huette, Sektion Schwaben","N47°02'57,5''/E12°34'34,7''","https://www.alpsonline.org/reservation/calendar?hut_id=190",12.5762936,47.0493135,"['Sudetendeutsche Huette, Sektion Schwaben',12.5762936,47.0493135],"
192,"Stuttgarter Huette, Sektion Schwaben","47°10'49<U+2033>N,10°12'17<U+2033>O","https://www.alpsonline.org/reservation/calendar?hut_id=192",10.2048037,47.1803495,"['Stuttgarter Huette, Sektion Schwaben',10.2048037,47.1803495],"
194,"Schwabenhaus, Sektion Schwaben","47.148424/9.760038","https://www.alpsonline.org/reservation/calendar?hut_id=194",9.760138,47.1483112,"['Schwabenhaus, Sektion Schwaben',9.760138,47.1483112],"
195,"Kaerlingerhaus, Sektion Berchtesgaden","47.495556N/12.937222E","https://www.alpsonline.org/reservation/calendar?hut_id=195",12.975706,47.622179,"['Kaerlingerhaus, Sektion Berchtesgaden',12.975706,47.622179],"
196,"Grubenberghuette, SAC Oldenhorn","585.680/155.350","https://www.alpsonline.org/reservation/calendar?hut_id=196",7.2514896,46.5497411,"['Grubenberghuette, SAC Oldenhorn',7.2514896,46.5497411],"
197,"Capanna Corno-Gries CAS, SAC Rossberg","674610/146650","https://www.alpsonline.org/reservation/calendar?hut_id=197",8.4100383,46.4670767,"['Capanna Corno-Gries CAS, SAC Rossberg',8.4100383,46.4670767],"
198,"Capanna dAlzasca CAS, CAS Locarno","688700/125080","https://www.alpsonline.org/reservation/calendar?hut_id=198",8.5892442,46.2713266,"['Capanna dAlzasca CAS, CAS Locarno',8.5892442,46.2713266],"
199,"Sepp-Ruf-Huette, Sektion Hamburg","51°48'8.7""N-10°17'47.5""O","https://www.alpsonline.org/reservation/calendar?hut_id=199",10.2965222,51.8024144,"['Sepp-Ruf-Huette, Sektion Hamburg',10.2965222,51.8024144],"
200,"Straubinger Haus, Sektion Straubing","47.620278N/12.499444E","https://www.alpsonline.org/reservation/calendar?hut_id=200",12.4995397,47.620779,"['Straubinger Haus, Sektion Straubing',12.4995397,47.620779],"
201,"Bayreuther Huette, Sektion Bayreuth","47.444722/11820833","https://www.alpsonline.org/reservation/calendar?hut_id=201",11.5654251,49.939053,"['Bayreuther Huette, Sektion Bayreuth',11.5654251,49.939053],"
202,"Noerdlinger Huette, Sektion Noerdlingen","320.047/236.781","https://www.alpsonline.org/reservation/calendar?hut_id=202",10.4762954,48.8477589,"['Noerdlinger Huette, Sektion Noerdlingen',10.4762954,48.8477589],"
203,"Karl-von-Edel-Huette, Sektion Wuerzburg","Geogr.:47.130550N11.897500E","https://www.alpsonline.org/reservation/calendar?hut_id=203",11.8974624,47.1304726,"['Karl-von-Edel-Huette, Sektion Wuerzburg',11.8974624,47.1304726],"
204,"Schreckhornhuette SAC, SAC Basel","650600/159150","https://www.alpsonline.org/reservation/calendar?hut_id=204",8.09872,46.5818687,"['Schreckhornhuette SAC, SAC Basel',8.09872,46.5818687],"
205,"Rastkogelhuette, Sektion Oberkochen","47°13'55<U+2033>N/11°47'18<U+2033>O","https://www.alpsonline.org/reservation/calendar?hut_id=205",10.11117,48.79825,"['Rastkogelhuette, Sektion Oberkochen',10.11117,48.79825],"
206,"Brochhuette, SAC Oberhasli","653580/170160","https://www.alpsonline.org/reservation/calendar?hut_id=206",8.13895,46.6805,"['Brochhuette, SAC Oberhasli',8.13895,46.6805],"
208,"Almagellerhuette SAC, SAC Niesen","644.000/106.400","https://www.alpsonline.org/reservation/calendar?hut_id=208",8.0079026,46.1074926,"['Almagellerhuette SAC, SAC Niesen',8.0079026,46.1074926],"
209,"Weissmieshuetten SAC, SAC Olten","641660/110400","https://www.alpsonline.org/reservation/calendar?hut_id=209",7.977908,46.1437406,"['Weissmieshuetten SAC, SAC Olten',7.977908,46.1437406],"
210,"Bruennsteinhaus, Rosenheim","UTM:33T2820755280893","https://www.alpsonline.org/reservation/calendar?hut_id=210",12.098465,47.644601,"['Bruennsteinhaus, Rosenheim',12.098465,47.644601],"
211,"Zellerhuette, Sektion TK Windischgarsten","UTMY(Nord)5.280.835/UTMX(Ost)441.947","https://www.alpsonline.org/reservation/calendar?hut_id=211",14.2268215,47.6783315,"['Zellerhuette, Sektion TK Windischgarsten',14.2268215,47.6783315],"
212,"Tutzinger Huette, Sektion Tutzing","47.657722N/11.462417E","https://www.alpsonline.org/reservation/calendar?hut_id=212",11.2911084,47.8222,"['Tutzinger Huette, Sektion Tutzing',11.2911084,47.8222],"
213,"Finsteraarhornhuette SAC, SAC Oberhasli","651872/152516","https://www.alpsonline.org/reservation/calendar?hut_id=213",8.1145084,46.5219173,"['Finsteraarhornhuette SAC, SAC Oberhasli',8.1145084,46.5219173],"
214,"Windegghuette SAC, SAC Bern","669.550/171.940","https://www.alpsonline.org/reservation/calendar?hut_id=214",8.3480255,46.6949836,"['Windegghuette SAC, SAC Bern',8.3480255,46.6949836],"
215,"Landsberger Huette, Sektion Landsberg","10°30'52/47°26'39","https://www.alpsonline.org/reservation/calendar?hut_id=215",10.8816114,48.0497003,"['Landsberger Huette, Sektion Landsberg',10.8816114,48.0497003],"
216,"Weidener Huette, Sektion Weiden","047.223/011.708","https://www.alpsonline.org/reservation/calendar?hut_id=216",12.163318,49.676625,"['Weidener Huette, Sektion Weiden',12.163318,49.676625],"
217,"Friedrichshafener Huette, Sektion Friedrichshafen","0592443/5205319","https://www.alpsonline.org/reservation/calendar?hut_id=217",9.49768,47.65195,"['Friedrichshafener Huette, Sektion Friedrichshafen',9.49768,47.65195],"
219,"Simonyhuette, Alpenverein Austria","UTMY(Nord)5261738/UTMX(Ost)396344","https://www.alpsonline.org/reservation/calendar?hut_id=219",13.6236333,47.5008167,"['Simonyhuette, Alpenverein Austria',13.6236333,47.5008167],"
221,"Capanna Motterascio CAS, CAS Ticino","Coordinate:
720060/161420","https://www.alpsonline.org/reservation/calendar?hut_id=221",9.0054552,46.5933495,"['Capanna Motterascio CAS, CAS Ticino',9.0054552,46.5933495],"
222,"Biberacher Huette, Sektion Biberach","47.257778N/10.028611E","https://www.alpsonline.org/reservation/calendar?hut_id=222",9.7876486,48.100229,"['Biberacher Huette, Sektion Biberach',9.7876486,48.100229],"
224,"Wanderheim Kreuzmoos, Private Huette","48.18936/7.97712","https://www.alpsonline.org/reservation/calendar?hut_id=224",7.97712,48.18936,"['Wanderheim Kreuzmoos, Private Huette',7.97712,48.18936],"
226,"Cabane des Vignettes CAS, CAS Monte Rosa","Coordonnées:
602870/93140","https://www.alpsonline.org/reservation/calendar?hut_id=226",7.4758754,45.9897678,"['Cabane des Vignettes CAS, CAS Monte Rosa',7.4758754,45.9897678],"
227,"Salbithuette SAC, SAC Lindenberg","685180/170080","https://www.alpsonline.org/reservation/calendar?hut_id=227",NA,NA,"['Salbithuette SAC, SAC Lindenberg',NA,NA],"
228,"Dammahuette SAC, SAC Pilatus","678020/16646","https://www.alpsonline.org/reservation/calendar?hut_id=228",8.4577803,46.6448718,"['Dammahuette SAC, SAC Pilatus',8.4577803,46.6448718],"
229,"Muttseehuette SAC, SAC Winterthur","720490/190800","https://www.alpsonline.org/reservation/calendar?hut_id=229",9.0187224,46.857442,"['Muttseehuette SAC, SAC Winterthur',9.0187224,46.857442],"
230,"Oberetteshuette, AVS Matsch","N464553,268,E104240,300","https://www.alpsonline.org/reservation/calendar?hut_id=230",NA,NA,"['Oberetteshuette, AVS Matsch',NA,NA],"
232,"Passauer Huette, Sektion Passau","47.474167N/12.750278E","https://www.alpsonline.org/reservation/calendar?hut_id=232",13.4228,48.5611,"['Passauer Huette, Sektion Passau',13.4228,48.5611],"
233,"Reuttener Huette, Alpenverein Reutte","UTMY(Nord)5.251.568/UTMX(Ost)627.573","https://www.alpsonline.org/reservation/calendar?hut_id=233",10.7204775,47.4900772,"['Reuttener Huette, Alpenverein Reutte',10.7204775,47.4900772],"
235,"Augsburger Huette, Sektion Augsburg","47.166389N10.493611E","https://www.alpsonline.org/reservation/calendar?hut_id=235",10.895196,48.37173,"['Augsburger Huette, Sektion Augsburg',10.895196,48.37173],"
238,"Vernagthuette, Sektion Wuerzburg","UTM32TOst:0639041,UTMNord:5190514;","https://www.alpsonline.org/reservation/calendar?hut_id=238",9.9028981,49.7967424,"['Vernagthuette, Sektion Wuerzburg',9.9028981,49.7967424],"
239,"Pforzheimer Huette, Sektion Pforzheim","N47°09.283/E11°04.350","https://www.alpsonline.org/reservation/calendar?hut_id=239",8.6597954,48.9062189,"['Pforzheimer Huette, Sektion Pforzheim',8.6597954,48.9062189],"
240,"Camona da Punteglias CAS, SAC Winterthur","715884/181789","https://www.alpsonline.org/reservation/calendar?hut_id=240",8.9560699,46.7772227,"['Camona da Punteglias CAS, SAC Winterthur',8.9560699,46.7772227],"
241,"Fergenhuette SAC, SAC Praettigau","792560/193970","https://www.alpsonline.org/reservation/calendar?hut_id=241",9.96471,46.8688999,"['Fergenhuette SAC, SAC Praettigau',9.96471,46.8688999],"
242,"Seetalhuette SAC, SAC Praettigau","795950/194630","https://www.alpsonline.org/reservation/calendar?hut_id=242",10.0094,46.8739,"['Seetalhuette SAC, SAC Praettigau',10.0094,46.8739],"
243,"Lobhornhuette, SAC Lauterbrunnen","632970/163110","https://www.alpsonline.org/reservation/calendar?hut_id=243",7.868979,46.6185168,"['Lobhornhuette, SAC Lauterbrunnen',7.868979,46.6185168],"
244,"Spannorthuette SAC, SAC Uto","681770/183740","https://www.alpsonline.org/reservation/calendar?hut_id=244",8.5423492,47.3806841,"['Spannorthuette SAC, SAC Uto',8.5423492,47.3806841],"
246,"Ramozhuette SAC, SAC Arosa","768530/177890","https://www.alpsonline.org/reservation/calendar?hut_id=246",9.6437458,46.7308916,"['Ramozhuette SAC, SAC Arosa',9.6437458,46.7308916],"
248,"Rieder Huette, Alpenverein Ried im Innkreis","UTMY5.295.390/UTMX400.873","https://www.alpsonline.org/reservation/calendar?hut_id=248",13.4769218,48.1916662,"['Rieder Huette, Alpenverein Ried im Innkreis',13.4769218,48.1916662],"
250,"Berggasthaus Alpenblick","46.76953/8.64202","https://www.alpsonline.org/reservation/calendar?hut_id=250",8.6421946,46.7695849,"['Berggasthaus Alpenblick',8.6421946,46.7695849],"
253,"Ybbstaler Huette, Alpenverein Austria","N47°48.455E15°01.504","https://www.alpsonline.org/reservation/calendar?hut_id=253",15.0250667,47.8075833,"['Ybbstaler Huette, Alpenverein Austria',15.0250667,47.8075833],"
254,"Bifertenhuette AACB","2721176,1186047","https://www.alpsonline.org/reservation/calendar?hut_id=254",9.0265386,46.814554,"['Bifertenhuette AACB',9.0265386,46.814554],"
255,"Chalet du Hohberg, CAS Moléson","Coordonnées:
592'125/169'400","https://www.alpsonline.org/reservation/calendar?hut_id=255",7.3355027,46.675724,"['Chalet du Hohberg, CAS Moléson',7.3355027,46.675724],"
256,"Huette Hammer, Sektion Muenchen","47.72°N11.95°O","https://www.alpsonline.org/reservation/calendar?hut_id=256",11.5819805,48.1351253,"['Huette Hammer, Sektion Muenchen',11.5819805,48.1351253],"
257,"Hochfeilerhuette, AVS Sterzing","N465743,776,E114230,540","https://www.alpsonline.org/reservation/calendar?hut_id=257",11.7085069,46.9623095,"['Hochfeilerhuette, AVS Sterzing',11.7085069,46.9623095],"
258,"Jonsdorfer Huette, Sektion Zittau","50.8513/14.6952","https://www.alpsonline.org/reservation/calendar?hut_id=258",14.6952157,50.8513108,"['Jonsdorfer Huette, Sektion Zittau',14.6952157,50.8513108],"
259,"Voralphuette SAC, SAC Uto","2680246/1171578","https://www.alpsonline.org/reservation/calendar?hut_id=259",8.4858583,46.6903402,"['Voralphuette SAC, SAC Uto',8.4858583,46.6903402],"
260,"Guttenberghaus, Alpenverein Austria","525.6101/400.783","https://www.alpsonline.org/reservation/calendar?hut_id=260",13.6125667,47.4735833,"['Guttenberghaus, Alpenverein Austria',13.6125667,47.4735833],"
261,"Seethalerhuette, Alpenverein Austria","47°28`24""N/13°36`45""O","https://www.alpsonline.org/reservation/calendar?hut_id=261",13.6125667,47.4735833,"['Seethalerhuette, Alpenverein Austria',13.6125667,47.4735833],"
263,"Winteregghuette, SAC Biel","616225/145450","https://www.alpsonline.org/reservation/calendar?hut_id=263",7.6499947,46.4601548,"['Winteregghuette, SAC Biel',7.6499947,46.4601548],"
264,"Binntalhuette SAC, SAC Delemont","Coordonnées:
665.650/136.280","https://www.alpsonline.org/reservation/calendar?hut_id=264",7.3451555,47.365837,"['Binntalhuette SAC, SAC Delemont',7.3451555,47.365837],"
266,"Zittauerhuette, Alpenverein Warnsdorf-Krimml","UTM(Y)5227245/UTM(X)282029","https://www.alpsonline.org/reservation/calendar?hut_id=266",12.1242362,47.162766,"['Zittauerhuette, Alpenverein Warnsdorf-Krimml',12.1242362,47.162766],"
267,"Wolayerseehuette, Alpenverein Austria","UTMY5.164.290/UTMX336.675","https://www.alpsonline.org/reservation/calendar?hut_id=267",12.8670667,46.6122333,"['Wolayerseehuette, Alpenverein Austria',12.8670667,46.6122333],"
269,"Sewenhuette SAC, SAC Pfannenstiel","2682709/1177837","https://www.alpsonline.org/reservation/calendar?hut_id=269",8.52104,46.7466,"['Sewenhuette SAC, SAC Pfannenstiel',8.52104,46.7466],"
270,"Prinz-Luitpoldhaus, Sektion Allgaeu-Immenstadt","47.392500N10.420000E","https://www.alpsonline.org/reservation/calendar?hut_id=270",NA,NA,"['Prinz-Luitpoldhaus, Sektion Allgaeu-Immenstadt',NA,NA],"
271,"Kaunergrathuette, Sektion Mainz","46.993889,10.806944","https://www.alpsonline.org/reservation/calendar?hut_id=271",8.2270668,50.0194179,"['Kaunergrathuette, Sektion Mainz',8.2270668,50.0194179],"
272,"Otto- Mayr-Huette, Sektion Augsburg","XXX.XXX/XXX.XXX","https://www.alpsonline.org/reservation/calendar?hut_id=272",10.6187153,47.5093016,"['Otto- Mayr-Huette, Sektion Augsburg',10.6187153,47.5093016],"
273,"Millstaetter Huette, Alpenverein Millstatt","UTMY5189256/UTMX392807","https://www.alpsonline.org/reservation/calendar?hut_id=273",13.5596976,46.8109219,"['Millstaetter Huette, Alpenverein Millstatt',13.5596976,46.8109219],"
274,"Kroentenhuette SAC, SAC Gotthard","2686780/1183840","https://www.alpsonline.org/reservation/calendar?hut_id=274",8.575412,46.800128,"['Kroentenhuette SAC, SAC Gotthard',8.575412,46.800128],"
275,"Neue Regensburger Huette, Sektion Regensburg","47,054626N11,198436E","https://www.alpsonline.org/reservation/calendar?hut_id=275",12.1071877,49.013344,"['Neue Regensburger Huette, Sektion Regensburg',12.1071877,49.013344],"
276,"Sesvennahuette, AVS Mals, Lana, Untervinschgau","N464404,498,E102607,431","https://www.alpsonline.org/reservation/calendar?hut_id=276",10.4354761,46.7344829,"['Sesvennahuette, AVS Mals, Lana, Untervinschgau',10.4354761,46.7344829],"
277,"Cabane de lA Neuve CAS, CAS Diablerets","2571170/1088650","https://www.alpsonline.org/reservation/calendar?hut_id=277",7.0672085,45.9487942,"['Cabane de lA Neuve CAS, CAS Diablerets',7.0672085,45.9487942],"
278,"Cabane du Mountet CAS, CAS Diablerets","Coordonnées:
2616630/1100960","https://www.alpsonline.org/reservation/calendar?hut_id=278",7.6535476,46.0600599,"['Cabane du Mountet CAS, CAS Diablerets',7.6535476,46.0600599],"
279,"Cabane dOrny CAS, CAS Diablerets","2570880/1094550","https://www.alpsonline.org/reservation/calendar?hut_id=279",7.062902,46.001892,"['Cabane dOrny CAS, CAS Diablerets',7.062902,46.001892],"
280,"Cabane Rambert CAS, CAS Diablerets","2576510/1119910","https://www.alpsonline.org/reservation/calendar?hut_id=280",7.13415,46.2302,"['Cabane Rambert CAS, CAS Diablerets',7.13415,46.2302],"
281,"Cabane du Trient CAS, CAS Diablerets","2569400/1094300","https://www.alpsonline.org/reservation/calendar?hut_id=281",7.043674,45.9995954,"['Cabane du Trient CAS, CAS Diablerets',7.043674,45.9995954],"
284,"Schlernboedelehuette, AVS Schlern","N463119,682,E113501,694","https://www.alpsonline.org/reservation/calendar?hut_id=284",11.5843762,46.5227112,"['Schlernboedelehuette, AVS Schlern',11.5843762,46.5227112],"
285,"Radlseehuette, AVS Brixen","N464228,491,E113448,406","https://www.alpsonline.org/reservation/calendar?hut_id=285",11.5801457,46.7078792,"['Radlseehuette, AVS Brixen',11.5801457,46.7078792]"
