start,end,note,sheet
"2025-03-10 20:55:12","2025-03-10 21:57:24","LED","RR"
"2025-03-10 21:57:25","2025-03-10 23:46:34","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-03-11 08:13:15","2025-03-11 08:28:54","LED","RR"
"2025-03-11 08:28:58","2025-03-11 09:28:04","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-11 09:28:06","2025-03-11 11:00:00","LED","RR"
"2025-03-11 11:00:00","2025-03-11 11:57:01","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-11 19:15:00","2025-03-11 19:48:05","LED","RR"
"2025-03-11 19:48:14","2025-03-11 20:11:51","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-11 20:11:56","2025-03-11 21:34:14","Cyclotour_du_Leman_[330037]","RR"
"2025-03-11 21:34:18","2025-03-11 23:34:48","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-12 09:08:09","2025-03-12 09:15:00","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-03-12 09:15:00","2025-03-12 11:43:30","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-12 11:43:37","2025-03-12 13:06:31","Cyclotour_du_Leman_[330037]","RR"
"2025-03-12 14:00:00","2025-03-12 15:00:00","Cyclotour_du_Leman_[330037]","RR"
"2025-03-12 15:00:00","2025-03-12 16:00:00","other","RR"
"2025-03-12 16:00:00","2025-03-12 16:44:22","LED","RR"
"2025-03-12 16:44:27","2025-03-12 19:00:04","Maintenance","RR"
"2025-03-13 09:30:00","2025-03-13 11:24:44","Cyclotour_du_Leman_[330037]","RR"
"2025-03-13 13:50:00","2025-03-13 14:49:41","Cyclotour_du_Leman_[330037]","RR"
"2025-03-13 14:49:45","2025-03-13 16:16:34","44._GP_Osterhas_2025_[316629]","RR"
"2025-03-13 16:16:49","2025-03-13 18:40:37","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-13 21:49:43","2025-03-13 22:39:32","Cyclotour_du_Leman_[330037]","RR"
"2025-03-14 09:18:38","2025-03-14 12:46:45","other","RR"
"2025-03-14 15:00:42","2025-03-14 17:53:13","other","RR"
"2025-03-16 20:49:20","2025-03-17 00:27:04","other","RR"
"2025-03-17 10:50:35","2025-03-17 14:36:10","other","RR"
"2025-03-17 14:37:21","2025-03-17 14:54:38","other","RR"
"2025-03-17 14:54:42","2025-03-17 16:06:21","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-17 16:06:43","2025-03-17 17:07:54","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-17 17:56:13","2025-03-17 20:12:35","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-18 11:23:39","2025-03-18 11:39:03","other","RR"
"2025-03-18 14:18:12","2025-03-18 14:22:08","Cyclotour_du_Leman_[330037]","RR"
"2025-03-18 14:22:10","2025-03-18 16:33:41","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-18 19:20:00","2025-03-18 19:45:00","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-20 09:36:38","2025-03-20 09:37:02","Cyclotour_du_Leman_[330037]","RR"
"2025-03-20 09:37:07","2025-03-20 09:42:47","other","RR"
"2025-03-20 09:42:50","2025-03-20 11:11:43","Cyclotour_du_Leman_[330037]","RR"
"2025-03-20 11:11:46","2025-03-20 13:10:00","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-20 14:46:27","2025-03-20 15:13:15","other","RR"
"2025-03-20 15:13:20","2025-03-20 15:57:09","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-21 08:00:00","2025-03-23 23:59:00","Skoda_Swiss_Bike_Cup_2025_[315977] EVENT","RR"
"2025-03-24 15:34:43","2025-03-24 15:43:20","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-24 16:16:28","2025-03-24 16:27:54","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-03-24 16:28:00","2025-03-24 17:30:13","44._GP_Osterhas_2025_[316629]","RR"
"2025-03-24 17:52:40","2025-03-24 19:35:51","44._GP_Osterhas_2025_[316629]","RR"
"2025-03-24 21:56:19","2025-03-24 22:01:06","44._GP_Osterhas_2025_[316629]","RR"
"2025-03-24 22:01:10","2025-03-24 23:42:45","Cyclotour_du_Leman_[330037]","RR"
"2025-03-25 09:30:00","2025-03-25 14:30:54","Maintenance","RR"
"2025-03-25 14:31:18","2025-03-25 19:45:00","OFFA_[332779]","RR"
"2025-03-26 11:04:20","2025-03-26 11:07:44","OFFA_[332779]","RR"
"2025-03-26 11:08:06","2025-03-26 11:14:31","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-03-26 11:14:36","2025-03-26 11:45:00","44._GP_Osterhas_2025_[316629]","RR"
"2025-03-26 11:45:00","2025-03-26 12:08:24","Cyclotour_du_Leman_[330037]","RR"
"2025-03-26 12:08:27","2025-03-26 12:16:18","OFFA_[332779]","RR"
"2025-03-26 13:06:08","2025-03-26 13:31:10","OFFA_[332779]","RR"
"2025-03-26 14:03:26","2025-03-26 14:35:19","OFFA_[332779]","RR"
"2025-03-26 14:47:00","2025-03-26 15:39:18","OFFA_[332779]","RR"
"2025-03-26 16:18:05","2025-03-26 17:13:39","OFFA_[332779]","RR"
"2025-03-26 17:15:22","2025-03-26 17:27:10","Cyclotour_du_Leman_[330037]","RR"
"2025-03-26 17:27:13","2025-03-26 18:01:07","OFFA_[332779]","RR"
"2025-03-27 08:35:00","2025-03-27 08:58:50","other","RR"
"2025-03-27 08:58:52","2025-03-27 10:05:13","LED","RR"
"2025-03-27 10:59:17","2025-03-27 12:01:14","Bike_Marathon_Lumnezia_[333111]","RR"
"2025-03-27 12:46:10","2025-03-27 14:56:50","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-03-28 08:50:00","2025-03-28 09:15:34","LED","RR"
"2025-03-28 09:15:40","2025-03-28 09:37:09","Cyclotour_du_Leman_[330037]","RR"
"2025-03-28 09:37:11","2025-03-28 10:31:44","OFFA_[332779]","RR"
"2025-03-28 10:32:10","2025-03-28 12:11:56","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-03-28 12:55:22","2025-03-28 13:44:40","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-03-28 14:35:49","2025-03-28 15:54:25","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-03-30 10:25:00","2025-03-30 12:02:05","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-03-31 08:00:00","2025-03-31 09:58:27","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-03-31 10:10:00","2025-03-31 10:41:54","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-03-31 10:41:00","2025-03-31 11:16:58","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-03-31 12:55:56","2025-03-31 14:48:09","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-03-31 15:05:00","2025-03-31 15:21:34","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-03-31 17:57:10","2025-03-31 18:16:02","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-04-01 10:16:16","2025-04-01 13:09:04","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-04-01 14:16:21","2025-04-01 14:51:47","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-01 15:34:55","2025-04-01 16:41:33","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-01 16:54:16","2025-04-01 17:40:00","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-01 18:29:04","2025-04-01 19:10:49","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-02 09:45:00","2025-04-02 11:09:15","LED","RR"
"2025-04-02 11:09:24","2025-04-02 15:25:20","Maintenance","RR"
"2025-04-02 15:25:22","2025-04-02 16:15:22","LED","RR"
"2025-04-02 16:15:25","2025-04-02 17:28:23","OFFA_[332779]","RR"
"2025-04-02 19:33:03","2025-04-02 19:44:20","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-03 08:30:13","2025-04-03 08:48:55","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-03 08:48:58","2025-04-03 08:51:57","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-04-03 08:51:59","2025-04-03 09:18:23","Cyclotour_du_Leman_[330037]","RR"
"2025-04-03 09:18:47","2025-04-03 10:15:32","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-03 11:15:00","2025-04-03 12:18:04","OFFA_[332779]","RR"
"2025-04-04 07:40:48","2025-04-04 08:49:08","Cyclotour_du_Leman_[330037]","RR"
"2025-04-04 09:40:06","2025-04-04 12:21:46","Cyclotour_du_Leman_[330037]","RR"
"2025-04-04 12:21:00","2025-04-04 13:11:32","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-07 09:37:50","2025-04-07 09:44:47","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-07 09:44:51","2025-04-07 10:37:20","Cyclotour_du_Leman_[330037]","RR"
"2025-04-07 10:37:34","2025-04-07 12:58:52","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-07 14:00:00","2025-04-07 20:20:00","OFFA_[332779]","RR"
"2025-04-08 07:30:00","2025-04-08 07:59:47","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-08 07:59:54","2025-04-08 17:10:00","OFFA_[332779]","RR"
"2025-04-09 07:30:00","2025-04-09 16:30:00","OFFA_[332779] EVENT","RR"
"2025-04-09 17:45:00","2025-04-09 19:00:00","LED","RR"
"2025-04-09 22:36:40","2025-04-09 23:00:00","Cyclotour_du_Leman_[330037]","RR"
"2025-04-09 23:00:00","2025-04-09 23:49:24","OFFA_[332779]","RR"
"2025-04-10 09:16:03","2025-04-10 09:35:39","Maintenance","RR"
"2025-04-10 09:35:52","2025-04-10 10:42:08","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-10 10:42:13","2025-04-10 11:33:18","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-10 11:33:25","2025-04-10 12:03:24","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-10 13:54:25","2025-04-10 14:18:05","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-10 14:55:00","2025-04-10 17:00:55","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-11 08:47:15","2025-04-11 10:07:00","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-11 10:07:03","2025-04-11 13:02:39","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-11 13:57:13","2025-04-11 14:51:05","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-11 14:51:09","2025-04-11 16:36:51","OCHSNER_SPORT_Zürich_Marathon_2025_[322778]","RR"
"2025-04-12 07:15:00","2025-04-12 19:30:00","OCHSNER_SPORT_Zürich_Marathon_2025_[322778] EVENT","RR"
"2025-04-13 05:30:00","2025-04-13 21:00:00","OCHSNER_SPORT_Zürich_Marathon_2025_[322778] EVENT","RR"
"2025-04-14 10:00:00","2025-04-14 10:41:34","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-14 10:41:40","2025-04-14 11:04:04","Herbstlauf_Muri_2025_[335826]","RR"
"2025-04-14 11:04:08","2025-04-14 11:27:43","Cyclotour_du_Leman_[330037]","RR"
"2025-04-14 11:27:48","2025-04-14 12:14:45","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-04-14 12:30:00","2025-04-14 14:02:24","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-14 14:02:28","2025-04-14 14:44:34","Cyclotour_du_Leman_[330037]","RR"
"2025-04-14 15:38:52","2025-04-14 16:19:47","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-15 10:18:24","2025-04-15 12:54:42","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-15 14:20:00","2025-04-15 19:38:31","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-15 19:50:00","2025-04-15 20:27:14","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-15 21:41:22","2025-04-15 23:05:59","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-16 10:08:36","2025-04-16 13:52:58","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-16 15:00:00","2025-04-16 19:50:47","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-16 21:21:43","2025-04-17 00:08:37","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-17 09:46:45","2025-04-17 13:06:40","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-17 14:31:38","2025-04-17 19:34:50","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-18 10:57:48","2025-04-18 13:35:03","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-18 14:38:21","2025-04-18 18:20:09","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-18 20:00:00","2025-04-18 22:00:00","44._GP_Osterhas_2025_[316629] EVENT","RR"
"2025-04-19 03:45:00","2025-04-19 22:00:00","44._GP_Osterhas_2025_[316629] EVENT","RR"
"2025-04-21 10:54:35","2025-04-21 11:20:47","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-21 11:54:00","2025-04-21 12:05:20","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-22 10:55:05","2025-04-22 11:02:43","44._GP_Osterhas_2025_[316629]","RR"
"2025-04-22 11:02:48","2025-04-22 12:01:08","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-04-22 12:45:53","2025-04-22 12:45:57","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-04-22 12:46:07","2025-04-22 13:00:34","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-22 13:45:00","2025-04-22 16:32:16","Maintenance","RR"
"2025-04-22 16:32:19","2025-04-22 18:30:32","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-23 09:27:07","2025-04-23 10:12:51","Cyclotour_du_Leman_[330037]","RR"
"2025-04-23 10:12:55","2025-04-23 10:57:18","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-04-23 10:57:24","2025-04-23 12:36:08","Cyclotour_du_Leman_[330037]","RR"
"2025-04-23 13:46:17","2025-04-23 15:24:21","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-23 16:18:33","2025-04-23 17:42:04","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-24 09:51:47","2025-04-24 11:49:46","Cyclotour_du_Leman_[330037]","RR"
"2025-04-24 11:49:51","2025-04-24 11:49:53","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-24 11:49:59","2025-04-24 12:00:19","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-24 12:00:22","2025-04-24 12:09:31","Cyclotour_du_Leman_[330037]","RR"
"2025-04-24 12:09:35","2025-04-24 12:53:31","Herbstlauf_Muri_2025_[335826]","RR"
"2025-04-24 14:40:04","2025-04-24 14:47:07","Cyclotour_du_Leman_[330037]","RR"
"2025-04-24 14:47:12","2025-04-24 17:17:10","Herbstlauf_Muri_2025_[335826]","RR"
"2025-04-24 17:17:13","2025-04-24 19:13:21","Cyclotour_du_Leman_[330037]","RR"
"2025-04-25 10:11:27","2025-04-25 10:11:58","Herbstlauf_Muri_2025_[335826]","RR"
"2025-04-25 10:12:02","2025-04-25 12:43:11","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-04-25 12:43:14","2025-04-25 13:04:31","Cyclotour_du_Leman_[330037]","RR"
"2025-04-25 14:23:12","2025-04-25 14:39:36","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-04-25 14:39:42","2025-04-25 15:49:01","Cyclotour_du_Leman_[330037]","RR"
"2025-04-25 19:18:57","2025-04-25 19:46:11","Cyclotour_du_Leman_[330037]","RR"
"2025-04-26 10:51:36","2025-04-26 10:54:14","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-26 13:13:55","2025-04-26 13:22:42","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-26 14:22:50","2025-04-26 18:46:21","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-28 15:15:03","2025-04-28 15:55:42","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-28 15:55:45","2025-04-28 17:15:07","Cyclotour_du_Leman_[330037]","RR"
"2025-04-28 17:15:12","2025-04-28 17:39:44","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-04-28 17:39:47","2025-04-28 18:21:20","Herbstlauf_Muri_2025_[335826]","RR"
"2025-04-28 18:21:26","2025-04-28 20:14:55","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-29 10:03:23","2025-04-29 12:01:52","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-29 13:40:00","2025-04-29 14:07:01","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-29 14:51:21","2025-04-29 18:50:04","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-29 19:20:00","2025-04-29 22:56:22","Innsbruck_Alpine_Trailrun_Festival_2025_[298211]","RR"
"2025-04-30 07:00:00","2025-04-30 22:16:39","Innsbruck_Alpine_Trailrun_Festival_2025_[298211] EVENT","RR"
"2025-05-01 07:00:00","2025-05-01 18:00:00","Innsbruck_Alpine_Trailrun_Festival_2025_[298211] EVENT","RR"
"2025-05-02 09:00:00","2025-05-02 12:52:29","Innsbruck_Alpine_Trailrun_Festival_2025_[298211] EVENT","RR"
"2025-05-02 12:52:42","2025-05-02 17:11:01","Baselbieter_Bike_Challenge_[339005]","RR"
"2025-05-02 17:11:10","2025-05-04 15:00:00","Innsbruck_Alpine_Trailrun_Festival_2025_[298211] EVENT","RR"
"2025-05-06 10:08:52","2025-05-06 10:47:02","16.Bischofszeller_Staedtlilauf_[315717]","RR"
"2025-05-06 10:47:11","2025-05-06 11:40:26","Cyclotour_du_Leman_[330037]","RR"
"2025-05-06 15:01:47","2025-05-06 17:23:02","Cyclotour_du_Leman_[330037]","RR"
"2025-05-06 17:23:05","2025-05-06 17:35:04","Baselbieter_Bike_Challenge_[339005]","RR"
"2025-05-06 17:35:07","2025-05-06 17:48:13","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-05-06 19:50:00","2025-05-06 20:48:12","Herbstlauf_Muri_2025_[335826]","RR"
"2025-05-06 20:48:20","2025-05-06 22:07:27","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-05-07 09:37:59","2025-05-07 09:49:17","Bike_Marathon_Lumnezia_[333111]_Berglauf_Staviala_Vedra_[333123]","RR"
"2025-05-07 09:49:21","2025-05-07 10:50:00","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-05-07 10:50:00","2025-05-07 12:39:19","Cyclotour_du_Leman_[330037]","RR"
"2025-05-07 13:20:00","2025-05-07 14:37:03","Cyclotour_du_Leman_[330037]","RR"
"2025-05-07 14:37:08","2025-05-07 15:17:37","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-05-08 06:00:00","2025-05-08 17:45:00","WWF_Lauf_Gossau_[322771] EVENT","RR"
"2025-05-08 15:00:00","2025-05-08 15:49:40","Skoda_Swiss_Bike_Cup_2025_[315977]","RR"
"2025-05-09 08:30:00","2025-05-11 20:00:00","Skoda_Swiss_Bike_Cup_2025_[315977] EVENT","RR"
"2025-05-12 16:27:11","2025-05-12 18:37:04","Cyclotour_du_Leman_[330037]","RR"
"2025-05-13 09:34:24","2025-05-13 12:57:24","Cyclotour_du_Leman_[330037]","RR"
"2025-05-13 13:44:46","2025-05-13 14:58:52","Lauf_gegen_Kinderkrebs_Freienbach_[340884]","RR"
"2025-05-13 14:58:57","2025-05-13 16:14:16","Cyclotour_du_Leman_[330037]","RR"
"2025-05-14 10:00:36","2025-05-14 11:19:42","Cyclotour_du_Leman_[330037]","RR"
"2025-05-14 11:21:22","2025-05-14 11:38:55","Cyclotour_du_Leman_[330037]","RR"
"2025-05-14 13:05:30","2025-05-14 14:41:25","Cyclotour_du_Leman_[330037]","RR"
